animename,genre 
"Dakara Boku wa, H ga Dekinai. Mie Sugi! Mizugi Contest","4,22,37,9,35,23"
"Dakara Boku wa, H ga Dekinai. Recap","4,22,37,9,35,23"
Ketsuekigata-kun!,4
Papa no Iukoto wo Kikinasai! OVA,"4,22"
Ketsuekigata-kun! Featuring Yuri & Nasuno,4
Outbreak Company,"4,10,35,62,69,20"
Minami-ke Natsuyasumi,"4,36,52,42"
Ushinawareta Mirai wo Motomete,"8,22,24,23,78"
Futsuu no Joshikousei ga [Locodol] Yattemita.,"4,36,60"
Jinsei,"4,36,23"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,"4,22,64,23"
"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.","4,36,60"
Ketsuekigata-kun! 2,4
Makura no Danshi,36
Bikini Warriors,"4,10,9,20"
Suzakinishi The Animation,"4,36"
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,"4,36,60"
Makura no Danshi: Sono Ato no Makura no Danshi,36
Bikini Warriors Special,"4,10,9,20"
Ushinawareta Mirai wo Motomete: Ushinawareta Natsuyasumi wo Motomete,"22,78"
Ketsuekigata-kun! 3,4
Dagashi Kashi,"4,47,74,27"
Kono Bijutsu-bu ni wa Mondai ga Aru!,"4,22,23,80,42"
Oshiete! Galko-chan,"4,23"
Ketsuekigata-kun! 4,4
Island (TV),"8,22,24,35,78"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,"4,22,64,23"
Bikini Warriors OVA,"4,10,9,20"
Oshiete! Galko-chan: Natsuyasumi tte Hontou desu ka?,4
Kakuchou Shoujo-kei Trinary,24
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,"8,24"
Tsuki ga Kirei,"22,23"
Tsuki ga Kirei: Michinori,"22,23"
Hinamatsuri (TV),"4,37,53,68,42"
Tsuki ga Kirei Special,"4,22,23"
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,"4,22,64,23"
Ochikobore Fruit Tart,"36,60,19"
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO: Mugen no Heiretsu Sekai,"8,24,78"
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO Recap,"8,24,78"
Bokutachi no Remake,"8,22,50,78"
"Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan: Dakara, Shishunki wa Owarazu ni, Seishun wa Tsuzuiteiku.","4,22,64,23"
Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,"2,10,22,35,62"
Bokutachi no Remake Recap,"8,22,50,78"
Kumichou Musume to Sewagakari,"36,53,68"
Spy Kyoushitsu,"1,10,7"
Spy Kyoushitsu 2nd Season,"1,10,7"
Hanoka,24
Ankoku Cat,"1,4,51"
Gakkatsu!,"4,23"
Gakkatsu! 2nd Season,"4,23"
Ganbare! Lulu Lolo,"36,15"
Yawaraka Atom,"4,20"
Choubakuretsu Ijigen Menko Battle: Gigant Shooter Tsukasa,"1,4,11,15"
Medamayaki no Kimi Itsu Tsubusu?,"4,47,42"
Ganbare! Lulu Lolo 2nd Season,"36,15"
"Eikoku Ikka, Nihon wo Taberu","4,47"
Great Hunt,"4,19"
Ganbare! Lulu Lolo 3rd Season,"36,15"
Aggressive Retsuko,"4,51,19,48"
Honobono Log,"22,36,63"
Hagane Orchestra,"2,4,20,11"
Akindo Sei no Little Peso,"4,24"
Ani ni Tsukeru Kusuri wa Nai!,"4,23"
Dia Horizon (Kabu),"1,2,10"
Dia Horizon,"20,11"
Ankoku Cat VS,"1,4"
Aggressive Retsuko (ONA),"4,51,48"
Hataraku Oniisan! no 2!,"4,51,48"
AriKiri,36
Ani ni Tsukeru Kusuri wa Nai! 2,"4,23"
Aggressive Retsuko (ONA) 2nd Season,"4,51,48"
Zannen na Ikimono Jiten,"4,36,56"
Aggressive Retsuko: We Wish You a Metal Christmas,"4,51"
Sumikko Gurashi Movie 1: Tobidasu Ehon to Himitsu no Ko,4
Ani ni Tsukeru Kusuri wa Nai! 3,"4,23"
Aggressive Retsuko (ONA) 3rd Season,"4,51,48"
Japanda,"51,19"
Uchuu Seibutsu Jirou,"36,19,29,15"
Ooya-san to Boku,36
Obake Zukan,"4,10,37,6,15"
Ani ni Tsukeru Kusuri wa Nai! 4,"4,23"
Uchuu Nanchara Kotetsu-kun,"4,24,29"
Sumikko Gurashi Movie 2: Aoi Tsukiyo no Mahou no Ko,4
Zannen na Ikimono Jiten (2019),"4,36,56"
Abciee Shuugyou Nikki,"4,48"
Aggressive Retsuko (ONA) 4th Season,"4,51,48"
Dinosaur Biyori,36
Chickip Dancers,36
"Ore, Tsushima","4,36,71,42"
Namiuchigiwa Sensha Zu,"4,19"
Zannen na Ikimono Jiten the Movie,"4,36,15"
Aggressive Retsuko (ONA) 5th Season,"4,51,48"
Zannen na Ikimono Jiten (2021),"4,56"
Zannen na Ikimono Jiten (2022),"4,56"
Obake Zukan!,"4,10,37,6,15"
Chickip Dancers 2nd Season,36
Ooya-san to Boku 2nd Season,36
Ooya-san to Boku 3rd Season,36
Tom to Jerry (2022),"4,15"
Sumikko Gurashi Movie 3: Tsugihagi Koujou no Fushigi na Ko,4
Chickip Dancers 3rd Season,36
Shinobanai! Crypto Ninja Sakuya,1
Sumikko Gurashi: Sorairo no Mainichi,4
Shinobanai! Crypto Ninja Sakuya: Ni no Maki,1
Tom to Jerry Gokko,"4,15"
Harinezumi no Luchika,"10,36,51,63"
Jochum,
Ze Tian Ji,"1,2,10"
Si Ling Bianma: Shijie Caozong Zhe,"10,14,7,20,40,79"
Quanzhi Fashi,"1,10,23"
Quanzhi Fashi II,"1,10,23"
Doupo Cangqiong,"1,2,4,22,37"
Ze Tian Ji 2nd Season,"1,2,10"
Ze Tian Ji 3rd Season,"1,2,10"
CMFU Xueyuan: Wangzi Peng Peng Qiu,"22,30,23"
CMFU Xueyuan: Shenshi Ji Jijian,"22,30,54,23"
Ling Yu 6th Season,10
Ze Tian Ji 4th Season,"1,2,10"
Xingchen Bian,"1,2,10,22,13,17"
Quanzhi Fashi III,"1,10,23"
Quanzhi Fashi IV,"1,10,23"
Da Zhu Zai,"1,2,10,22,13,17"
Xingchen Bian: Yu Li Cang Hai,"1,2,10,22,13,17"
Ze Tian Ji 5th Season,"1,2,10"
Jing: Shuang Cheng - Feng Qi Pian,"1,2,10,22"
Wo Wei Ge Kuang: Xuanlu Chongqi,"19,23"
Dinghai Fusheng Lu,"1,10,13"
Wanmei Shijie,"1,2,10"
Quanzhi Fashi V,"1,10,23"
Xingchen Bian: Xingchen Yao Hai,"1,2,10,22"
Quanzhi Fashi VI,"1,10,23"
Jing: Shuang Cheng,"1,2,10"
Lian Qi Lianle 3000 Nian,"1,2,4,10"
Xingchen Bian: Po Tian Mi Ju,"1,2,10,22,17"
Wo Jian Qile Yi Di Shuxing,"1,2,10"
Xingchen Bian 5th Season,"1,2,10,22,17"
San Cun Renjian,"1,10"
Ni Tian Xieshen,"1,10,13,17"
Aoshi Jiuchong Tian,"1,2,10,13,17"
Zhengjing Shao Zhu de Xingfu Shenghuo,"1,2,4,10,17"
Cong Hong Yue Kaishi,"14,24,37,41,40"
Da Yuzhou Shidai,"1,24"
Kui Cheng Shoufu Cong Youxi Kaishi,"4,10"
Yume ga Sameru made,8
Cosmos Trailer,"36,19"
Juunenbun no Watashi e,8
Tell the Story to You,19
Summer Ghost,"8,37"
Ichiban Chikakute Tooi Hoshi,"8,19"
Love Letter (Music),19
Kono Machi ni Hare wa Konai,19
Rakka-sei,"37,19"
Period Color,"61,19,79"
HELLO CALLiNG,"61,19"
iichiko Story,"36,50"
"Never Lose, My Rule","1,61,19"
Hidden Region,"7,39,61,19"
Futari-bun no Shoumei,8
Tentai Kansoku,"36,37,23"
Inochi no Yukue,19
......,"14,37,19"
Hi-Fi Roman,"1,19"
Eikoku Koi Monogatari Emma,"8,22,50,13,42"
Key the Metal Idol,"1,46,8,24,18,19,40"
Bartender,"8,47,50,48,42"
Shinkyoku Soukai Polyphonica,"8,10,22,19,23"
Futsuu no Joshikousei ga [Locodol] Yattemita.,"4,36,60"
Monster Hunter Stories: Ride On,10
Kuutei Dragons,"2,10,42"
2.43: Seiin Koukou Danshi Volley-bu,"8,30,23,77"
Nakitai Watashi wa Neko wo Kaburu,"46,8,22,37,23"
Yofukashi no Uta,"22,37,32,27"
Urusei Yatsura (2022),"4,22,24,27"
Eternal Boys,"36,50,61,19"
Urusei Yatsura (2022) 2nd Season,"4,22,24,27"
Nekopara OVA,"4,22,51"
Nekopara: Koneko no Hi no Yakusoku,"4,22,51"
Nekopara,"4,36,51"
Urasekai Picnic,"2,10,7,41,62,76"
Hairpin Double,"1,10,19"
Aharen-san wa Hakarenai,"4,22,23,27"
MF Ghost,"3,42"
Aharen-san wa Hakarenai Mini,"4,23,27"
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,"10,62"
Bastard!! Ankoku no Hakaishin: Jigoku no Chinkonka-hen,"1,2,10,9,58,42"
Kimi wa Meido-sama.,"4,74"
"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru","1,2,10"
Kannazuki no Miko,"8,26,37,18,27"
Princess Rouge,"10,22"
Viper GTS,"12,6"
Prism Ark,"1,4,8,10"
Angel Blade,"1,12,6"
Dennou Sentai Voogie's★Angel,"1,8,24,18,38"
Darling,"4,12"
Shino-sensei no Yuuwaku Jugyou,12
Prism Ark Specials,"1,4,8,10"
Ani ni Tsukeru Kusuri wa Nai! 5,"4,23"
Spicy Candy,19
Dog Signal,"36,50,71,48,43"
Megami-chan to Iku! Flag Osaka Office Goannai Tour,4
Go! Go! Tokyo MER: Kinkyuujitai to Tatakau Nakama-tachi,"4,48"
Texhnolyze,"1,8,24,41,50,68,40"
Zipang,"1,8,24,50,13,38,78,42"
Akira,"1,2,14,24,37,58,38,42"
Ai Yori Aoshi,"4,8,22,35,42"
Appleseed (Movie),"1,24,18,38"
Chobits,"4,8,22,24,9,42"
DearS,"4,22,24,9,35,27"
Rozen Maiden,"1,4,8,10,42"
Rozen Maiden: Träumend,"1,4,8,10,42"
Soukyuu no Fafner: Dead Aggressor,"1,8,24,18,38"
Mahou Shoujo Lyrical Nanoha,"1,4,8,10,66"
Mahou Shoujo Lyrical Nanoha A's,"1,4,8,10,66"
Last Exile,"1,2,24"
Uchuu no Stellvia,"1,22,24,18,29"
Ijigen no Sekai El-Hazard,"2,4,10,62"
Shinpi no Sekai El-Hazard (TV),"2,4,10,22,62"
Shinpi no Sekai El-Hazard,"2,4,10,22,81,62"
Shinpi no Sekai El-Hazard Season 2,"2,4,10,62"
Fushigi Yuugi,"1,2,10,22,13,62,17,73,25"
Fushigi Yuugi: Eikouden,"2,8,10,22,62,25"
Gate Keepers,"1,4,10,24,18"
Gate Keepers 21,"1,8,24,18"
Saiyuuki Reload,"1,2,4,8,37,6,43"
Saiyuuki Reload Gunlock,"1,2,4,8,37,6,43"
Kannazuki no Miko,"8,26,37,18,27"
X,"1,8,10,7,31,25"
Boukyaku no Senritsu,"1,2,10,14,24,18,40,29,31,27"
Shingetsutan Tsukihime,"1,14,7,22,37,31,32"
Slam Dunk,"30,23,77,27"
Tenjou Tenge,"1,8,37,9,55,17,23,31,42"
Tokyo Underground,"1,2,22,24,31,27"
Ultra Maniac,"4,10,22,23,25"
Vandread,"1,24,9,18,29"
Vandread: The Second Stage,"1,24,9,18,29"
Samurai Champloo,"1,2,4,13,21"
R.O.D: The TV,"1,2,4,8,24,31"
Air Master,"1,4,17,42"
Cardcaptor Sakura,"2,4,8,10,22,66,23,25"
Gankutsuou,"46,8,7,24,37,41"
Girls Bravo: First Season,"4,10,22,9,35,62,23,27"
Ikkitousen,"1,9,17,23,31,42"
Hajime no Ippo,"30,54,27"
Hajime no Ippo: Champion Road,"30,54,27"
Gungrave,"1,8,24,50,58,68,31"
Gad Guard,"1,2,24,18"
Mahoutsukai ni Taisetsu na Koto,"36,63,27"
Mahoromatic: Automatic Maiden,"4,22,24,9,38,42"
Mahoromatic: Motto Utsukushii Mono,"4,8,22,24,9,38,42"
Viewtiful Joe,"1,4,24"
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,"14,7,37,58,13,6,40"
3x3 Eyes,"1,10,14,22,58,6,42"
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,"4,37"
Aa! Megami-sama! Movie,"4,22,37,42"
Hand Maid May,"4,22,24,9,35"
Paradise Kiss,"8,22,23,80,43"
Mousou Dairinin,"5,8,7,37,41,39,40"
Starship Operators,"8,24,38,29"
Binzume Yousei,"4,10,52"
Shakugan no Shana,"1,8,10,22,66,23"
Fate/stay night,"1,10,22,37"
Cardcaptor Sakura Movie 1,"46,4,8,10,66,25"
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,"46,4,8,10,22,66,25"
eX-Driver the Movie,"1,2,4,24,3"
Fushigi Yuugi OVA,"2,10,22,13,62,17,25"
Fushigi Yuugi: Dai Ni Bu,"2,10,22,13,62,17,25"
Haibane Renmei,"8,10,7,41,40"
Tales of Phantasia The Animation,"2,10"
Ai Yori Aoshi: Enishi,"4,8,22,35,42"
Bastard!! Ankoku no Hakaishin,"1,2,10,9,58,42"
Gun x Sword,"1,2,8,24,18"
Tenjou Tenge: The Ultimate Fight,"1,8,22,37,17,31,42"
Karin,"4,22,37,23,32,27"
Ueki no Housoku,"1,2,37,31,27"
Girls Bravo: Second Season,"4,10,22,9,35,62,23,27"
Ichigo Mashimaro,"36,52,63"
Kamichu!,"46,36,37,63,6,23"
Armitage III: Dual-Matrix,"1,24,18"
Armitage III: Poly-Matrix,"1,7,22,24,39,18,38"
I My Me! Strawberry Eggs,"4,8,22,81,23"
Cossette no Shouzou,"8,14,22,37,58,40,80"
Bishoujo Senshi Sailor Moon S,"10,22,66,25"
Sensei no Ojikan: Dokidoki School Hours,"4,23"
Shin Tenchi Muyou!,"4,22,24,35"
Tenchi Muyou! Ryououki,"1,4,24,29"
Tenchi Muyou! Ryououki 2nd Season,"1,4,24,35,29"
Moldiver,"1,22,24,18"
Ayakashi: Japanese Classic Horror,"14,7,37,50,13,40"
X OVA,"1,8,10,7,31,25"
Chobits: Chibits,"4,22"
Sakura Taisen: Katsudou Shashin,"2,24,18,70"
Popotan,"4,8,37,9,78"
Takahashi Rumiko Gekijou Ningyo no Mori,"8,10,14,7,27"
Mahoromatic Summer Special,"4,22,24,9,42"
Koi Kaze,"8,22,40,42"
Juubee-chan 2: Siberia Yagyuu no Gyakushuu,"1,2,4,8,17,21"
Hanaukyou Maid-tai: La Verite,"4,22,9,35,27"
Burn Up Scramble,"1,4,8,7,24,9,39"
Tenchi Muyou!,"4,22,24,35,29"
Hellsing Ultimate,"1,14,37,50,58,38,32,42"
Ergo Proxy,"7,24,41,50,40"
NieA Under 7,"24,36,63,27"
Nanako Kaitai Shinsho,"4,24,9,18,67,38"
Chicchana Yukitsukai Sugar,"4,10"
Makai Senki Disgaea,"1,4,10,6"
Black Lagoon,"1,50,68,42"
Higurashi no Naku Koro ni,"14,7,37,41,58,40"
Saiunkoku Monogatari,"2,10,22,13,73,25"
Heat Guy J,"1,2,24,39,68"
Rikujou Bouei-tai Mao-chan,"4,24,38,15"
Dual! Parallel Lun-Lun Monogatari,"1,4,24,35,62,18"
Dual! Parallel Runrun Monogatari Special,"4,8,22,24,35,62,18"
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,"2,4,8,10,22,66,25"
Star Ocean EX,"2,10,24,27"
Tenchi Muyou! in Love,"1,4,22,24,23,29"
Chicchana Yukitsukai Sugar Specials,"4,10"
Kachou Ouji,"2,4,24,36,19,29"
The SoulTaker: Tamashii-gari,"14,37,6"
Cardcaptor Sakura: Kero-chan ni Omakase!,"4,47,25"
Armitage III,"1,7,22,24,39,18"
Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"1,2,8,24,29,42"
Hikari to Mizu no Daphne,"4,8,7,24,9,39,40"
Ningen Kousaten,"8,36,42"
Interlude,"2,14,7"
Tenchi Muyou! Manatsu no Eve,"1,4,24,29"
Tenchi Muyou! in Love 2: Harukanaru Omoi,"8,22,24"
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,"4,22,24,35"
Green Legend Ran,"2,8,24"
Battle Athletess Daiundoukai,"4,24,30,9,29"
Battle Athletess Daiundoukai (TV),"2,24,30,23"
Zero no Tsukaima,"1,2,4,10,22,9,35,62,23"
3x3 Eyes: Seima Densetsu,"1,2,10,14,22,58,6,42"
Bishoujo Senshi Sailor Moon SuperS,"10,22,66,25"
Erementar Gerad,"1,2,10,22,31,27"
WXIII Kidou Keisatsu Patlabor,"24,39,18"
Chobits Recap,"4,8,22,24,9"
Lupin III: Part II,"1,2,4,7,50,42"
Lupin III: Lupin vs. Fukusei-ningen,"1,2,4,7,50,42"
Sol Bianca: Taiyou no Fune,"2,24,18,29"
L/R: Licensed by Royal,"1,2,7,39"
Master Keaton,"2,8,7,50,13,42"
Teizokurei Daydream,"4,8,14,37,9"
Mahou Shoujo Pretty Sammy (1996),"4,10,66,20"
Mahou Shoujo Pretty Sammy Specials,"2,4,10,66,20,42"
Black Lagoon: The Second Barrage,"1,50,68,42"
Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,"4,10,22,9"
Shounen Onmyouji,"1,10,13,6,25"
Submarine 707R,"1,2,24,38"
Maou Dante,"1,14,37,6,27"
eX-Driver: Nina & Rei Danger Zone,"1,24,3"
Heat Guy J: Toriko - Angel,"1,2,24,18,68"
Jikuu Tenshou Nazca,"1,2,8,10,72"
DearS: Kin no Tama desu no?,"4,22,24,9,35,27"
The Hakkenden,"1,2,13,17,6,21,27"
Hadashi no Gen,"46,8,13,27"
Hadashi no Gen 2,"8,13,27"
Seirei no Moribito,"1,2,10"
Masou Kishin Cybuster,"1,2,24,18"
Master Keaton OVA,"2,8,7,50,13,42"
Mahou Shoujo Pretty Sammy,"4,10,66,20"
Meitantei Holmes,"1,2,4,7,51,39"
Tetsujin 28-gou (2004),"2,8,24,13,18,27"
Takahashi Rumiko Gekijou,"4,8,22,36,37,42"
Panda Kopanda,"4,51,15"
Flanders no Inu (Movie),"8,13,71,80"
Totsuzen! Neko no Kuni Banipal Witt,2
Tenchi Muyou!: Galaxy Police Mihoshi Space Adventure,"4,24,39,20,29"
MiniPato,20
Shin Getter Robo,"1,2,10,14,24,18,6,27"
Ai Yori Aoshi: Enishi - Miyuki,"4,8,22,9,42"
Kamichu! Specials,"36,37,63,6,23"
Ichigo Mashimaro Episode 0,"4,52"
Gun x Sword-san,"1,5,20"
Black Lagoon Omake,4
Hello Kitty no Stump Village,"10,15"
Hajime no Ippo: Boxer no Kobushi,"30,54,27"
eX-Driver the Movie Specials,4
Gregory Horror Show: The Last Train,"4,14,7,37,6,32"
Gregory Horror Show: The Bloody Karte,"4,14,7,37,6"
The Hakkenden: Shin Shou,"1,2,13,17,6,21,27"
L/R: Licensed by Royal Special,"1,2,7,39"
Takahashi Rumiko Gekijou Ningyo no Mori Specials,"8,10,14,7,27"
Sunabouzu,"1,2,4,24,9,42"
Trinity Blood,"1,10,32"
Chrno Crusade,"1,22,37,13,6,27"
Basilisk: Kouga Ninpou Chou,"1,8,22,50,58,13,17,21,42"
Black Cat (TV),"1,2,24,31,27"
Full Metal Panic!,"1,4,24,18,38"
Last Exile,"1,2,24"
Bakuretsu Tenshi,"1,2,24,18"
Gate Keepers,"1,4,10,24,18"
Gate Keepers 21,"1,8,24,18"
Solty Rei,"1,24,31"
Peace Maker Kurogane,"1,4,13,21,27"
Samurai 7,"1,24,13,18,21"
Vandread,"1,24,9,18,29"
Vandread: The Second Stage,"1,24,9,18,29"
Speed Grapher,"1,7,37,50,58,68,40,31"
Gankutsuou,"46,8,7,24,37,41"
Hellsing,"1,14,37,50,58,32,42"
Gad Guard,"1,2,24,18"
Kiddy Grade,"1,24,18,29,31"
Gantz,"1,8,14,24,37,41,58,59,40,76,42"
Gantz 2nd Stage,"1,8,14,24,41,58,59,40,76,42"
Ragnarök The Animation,"1,10"
Kaleido Star,"4,8,10,70"
Kaleido Star: Aratanaru Tsubasa - Extra Stage,"2,4,8,70"
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,"4,8"
Saishuu Heiki Kanojo,"8,22,24,38,23,42"
Choujuushin Gravion,"1,4,24,18"
Transformers Galaxy Force,"2,24,18"
Witchblade,"1,8,24,50,31"
Glass no Kantai: La Legende du Vent de l'Univers,"2,24"
Ao no 6-gou,"1,2,46,24,18,38,27"
Sentou Yousei Yukikaze,"1,46,8,24,41,38,40,29"
Samurai Girl Real Bout High School,"1,4,10,17,23"
Vandread: Gekitou-hen,"1,2,4,24,9,18,29"
Vandread: Taidou-hen,"1,2,4,24,9,18,29"
Giniro no Kami no Agito,"2,8,10,22,24"
Choujuushin Gravion Zwei,"1,2,4,24,18"
Melty Lancer,"2,4,24,29"
I: Wish You Were Here,"1,8,7,24"
Final Fantasy: Unlimited,"1,2,10,24"
NHK ni Youkoso!,"4,8,22,41,50,69,40"
Afro Samurai,"1,2,58,21"
Kaleido Star: Good da yo! Goood!!,4
Pumpkin Scissors,"1,4,8,38,27"
Red Garden,"8,7,37,40"
Brave Story,"1,2,10,62"
Bokura no,"1,8,24,41,18,40,76,42"
Kaze no Stigma,"1,10,22,31"
Romeo x Juliet,"8,10,22,13"
Strike Witches OVA,"1,24,9,38"
Getsumen to Heiki Mina,"1,4,24,9,20,31"
Master of Epic: The Animation Age,"4,10,79"
Seto no Hanayome,"4,10,22,68,20,23,27"
Kiddy Grade: Ignition,"1,24,18,29,31"
Bakuretsu Tenshi: Infinity,"1,4,24,18"
Bakuretsu Tenshi: Infinity Special,"1,24,18"
Red Garden: Dead Girls,"7,18"
Black Cat (TV): Toozakaru Neko,"1,2,4,24,31,27"
Dragonaut: The Resonance,"1,8,10,22,24,18"
Ani*Kuri15,"2,4,8,10,24,37,17,18,23,11,31"
Rosario to Vampire,"4,10,22,9,35,23,32,27"
Pinky Street,"4,36"
"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.","4,8"
Kiddy Grade: Maelstrom,"1,24,18,29,31"
Kiddy Grade: Truth Dawn,"1,24,18,29,31"
Druaga no Tou: The Aegis of Uruk,"1,2,10"
Blassreiter,"1,8,24,18"
Special A,"4,22,23,25"
Kurogane no Linebarrels,"1,24,18,42"
Strike Witches,"1,24,9,38"
Seto no Hanayome OVA,"4,10,22,36,20,23,27"
Rosario to Vampire Capu2,"4,10,22,9,35,23,32,27"
Hennako-chan,4
Chrno Crusade: Az demo Wakaru Chrno Crusade Kouza,"2,4,37,13,6"
Arad Senki: Slap Up Party,"1,2,4,10"
Druaga no Tou: The Sword of Uruk,"1,2,10"
Druaga no Tou: The Aegis of Uruk - Jil no Bouken,"2,10"
Afro Samurai: Resurrection,"1,2,58,21"
Macross XX,"1,18"
Dragonaut: The Resonance - Kotou - Tozasareta Kyousou,"1,22,24,18,29"
Seto no Hanayome Fan Disc,"4,20,23"
Shangri-La,"1,8,24"
Mugen Kouro,"1,24,29"
Blassreiter: Navi,"1,8,24,18"
Saki,"36,23,11,42"
Seto no Hanayome OVA Specials,"4,20,23"
Getsumen to Heiki Mina Specials,"1,4,24,9,20,31"
Kurogane no Linebarrels Specials,"1,4,9,18,42"
Hellsing: Psalm of the Darkness,"1,37,32,42"
Saki Picture Drama,"4,36,42"
Super Street Fighter IV,"1,2"
Peace Maker Kurogane Special,"1,4,8,13,21,27"
Nyanpire The Animation,"4,37,51,32"
Last Exile: Ginyoku no Fam,"1,2,24"
Copihan,"4,24,23"
Forsaken,"19,32"
Last Exile: Ginyoku no Fam - Adjournment,"1,2,24"
Kyokugen Dasshutsu Adv: Zennin Shibou desu Prologue,7
Ozma,"1,2,24"
Bokura no: Tsuisou,"1,8,24,18,40"
Afro Samurai Movie,"1,2,58,21"
Ryo,"1,8,13,21"
Hori-san to Miyamura-kun,"22,23"
Zettai Bouei Leviathan,"4,10"
Kimi no Iru Machi,"8,22,64,27"
Inu to Hasami wa Tsukaiyou,"4,37,72"
The Midnight★Animal,"1,37,42"
Zettai Bouei Leviathan: Mini Takibi Gekijou,"4,10"
Bayonetta: Bloody Fate,"1,10,6,31"
Kimi no Iru Machi OVA,"8,22,64,27"
Blade & Soul,"1,2,10,17"
Blade & Soul Specials,4
Ao no Kanata no Four Rhythm,"24,30,23"
Sore ga Seiyuu!,"4,36,75,48"
Behind a Smile,"1,19,6"
The Five Killers,1
Last Exile: Ginyoku no Fam Movie - Over the Wishes,"1,2,24"
Sore ga Seiyuu!: Petit Uchiage,"4,36,75"
Kurogane no Linebarrels Picture Drama,"9,42"
Akiba's Trip The Animation,"1,4,37,9,69"
Saint Seiya: Saintia Shou,"1,2,42"
RoboMasters the Animated Series,23
18if,"7,37"
Uchuu Senkan Tiramisù,"1,4,24,18,20,29"
Full Metal Panic! Movie 1: Boy Meets Girl,"1,4,24,18,38"
Full Metal Panic! Movie 2: One Night Stand,"1,4,24,18,38"
Full Metal Panic! Movie 3: Into the Blue,"1,4,24,18,38"
Kakuriyo no Yadomeshi,"8,10,47,22,50,62,6,43"
Hinomaruzumou,"30,54,23,27"
Aru Zombie Shoujo no Sainan,"1,14,37,58"
Conception,"1,4,10,22,35,62,20"
Uchuu Senkan Tiramisù Specials,"4,24,18,20,29"
Uchuu Senkan Tiramisù II,"4,24,18,20,29"
7 Seeds,"2,8,7,22,24,41,40,76,25"
Uchuu Senkan Tiramisù II Specials,"4,24,18,20,29"
Phantasy Star Online 2: Episode Oracle,"1,24,29"
Giniro no Kami no Agito Pilot,"2,8,10,24"
Try Knights,"30,23,77,43"
7 Seeds 2nd Season,"2,8,7,22,24,41,40,76,25"
Phantasy Star Online 2: Episode Oracle - Xiao's Report,"1,24,29"
Jijia Yingxiong: Ji Dou Yongzhe,"1,18,15"
Melt,19
Texhnolyze,"1,8,24,41,50,68,40"
Gakuen Alice,"4,10,64,23,31,25"
Gensoumaden Saiyuuki,"1,2,8,10,6,27"
Hitsuji no Uta,"8,14,32,42"
Viewtiful Joe,"1,4,24"
Area 88 (TV),"1,8,22,38,27"
Grappler Baki (TV),"30,54,58,27"
Grenadier: Hohoemi no Senshi,"1,2,4,9,27"
Futatsu no Spica,"8,24,37,23"
Himiko-den,"2,8,10,37"
Gilgamesh,"8,10,24,27"
Tantei Gakuen Q,"4,8,7,39,27"
Grappler Baki: Saidai Tournament-hen,"30,54,58,27"
Hanbun no Tsuki ga Noboru Sora,"8,22"
Kage kara Mamoru!,"4,22"
Uchuu Senkan Yamato (Movie),"8,24,50,38,29"
Hiatari Ryoukou!,"4,22,30,23,25"
Kishin Houkou Demonbane,"4,8,24,18"
Miami Guns,"4,9,39,27"
Shinigami no Ballad.,"8,10,37,40"
Android Ana Maico 2010,"4,8,24,50,75,48,42"
Street Fighter II V,"1,2,8,7"
Tokkou,"1,14,7,37,50,39,58,42"
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi The Animation,"1,4,13,38,21"
Elf wo Karu Mono-tachi,"2,4,10,9,62,27"
Elf wo Karu Mono-tachi II,"2,4,10,62,27"
Blame!,"1,24,18"
Ippatsu Kiki Musume,"1,4,9"
Oruchuban Ebichu,"4,9,51,57,42"
Touch,"8,22,30,64,23,77,27"
Monkey Magic,"2,10,15"
Ihatov Gensou: Kenji no Haru,"8,36,51,13"
Fushigi no Umi no Nadia: Original Movie,"1,2,8,7,22,24,13"
Street Fighter II Movie,"1,17"
Lupin III,"1,2,4,7,50,42"
Ginga Tetsudou no Yoru,"46,8,10,7,51,13,15"
Black Blood Brothers,"1,4,10,32"
Touch: Cross Road - Kaze no Yukue,"22,30,77,27"
